scoring_3rd,scoring_4th,pace,efg_per,tov_per,orb_per,result
30.0,35.0,106.7,0.56,15.0,23.9,1
22.0,25.0,101.1,0.366,12.8,24.5,0
28.0,23.0,101.1,0.601,17.9,35.0,1
21.0,23.0,93.4,0.53,11.7,16.7,0
26.0,23.0,93.4,0.548,11.0,34.1,1
26.0,29.0,96.8,0.453,10.2,18.0,1
22.0,18.0,96.8,0.507,16.1,17.1,0
26.0,20.0,92.2,0.407,9.5,19.6,0
20.0,18.0,92.2,0.436,14.4,25.6,1
23.0,22.0,82.2,0.4,9.5,39.2,1
25.0,25.0,82.2,0.423,14.5,27.5,0
20.0,21.0,88.0,0.527,17.7,23.5,1
19.0,13.0,88.0,0.387,24.6,31.7,0
34.0,24.0,90.2,0.644,16.6,28.6,1
21.0,26.0,90.2,0.454,17.1,33.3,0
25.0,20.0,96.2,0.5,13.2,28.6,0
32.0,29.0,96.2,0.598,5.6,23.8,1
23.0,22.0,90.5,0.636,16.3,20.6,1
22.0,21.0,90.5,0.495,11.9,31.8,0
27.0,27.0,85.6,0.536,6.1,25.0,1
20.0,18.0,85.6,0.36,11.7,29.4,0
29.0,25.0,96.6,0.411,7.6,17.2,0
29.0,26.0,96.6,0.441,10.1,18.4,1
16.0,30.0,96.9,0.372,14.0,25.9,0
30.0,24.0,96.9,0.63,13.8,13.3,1
27.0,25.0,103.3,0.532,12.4,16.7,0
27.0,31.0,103.3,0.506,13.8,25.5,1
15.0,29.0,87.7,0.446,12.0,22.4,0
24.0,21.0,87.7,0.467,13.6,31.1,1
30.0,21.0,92.2,0.524,11.5,29.5,1
21.0,21.0,92.2,0.434,10.6,31.1,0
25.0,28.0,97.8,0.518,9.3,21.4,0
34.0,27.0,97.8,0.633,15.5,25.8,1
28.0,32.0,92.1,0.62,11.9,24.3,1
26.0,21.0,92.1,0.44,12.1,25.0,0
19.0,28.0,90.3,0.533,15.8,28.6,0
31.0,21.0,90.3,0.481,8.9,15.8,1
14.0,35.0,98.8,0.506,10.2,20.5,0
30.0,25.0,98.8,0.54,14.9,39.1,1
23.0,30.0,97.0,0.572,15.5,30.6,1
20.0,25.0,97.0,0.463,15.9,29.3,0
24.0,27.0,90.3,0.507,19.3,25.6,1
20.0,24.0,90.3,0.351,13.8,20.8,0
20.0,25.0,97.4,0.423,14.2,25.0,0
36.0,20.0,97.4,0.564,18.4,27.0,1
22.0,27.0,96.3,0.505,10.2,19.6,1
27.0,22.0,96.3,0.483,14.8,35.4,0
28.0,39.0,89.6,0.546,9.1,41.9,1
21.0,22.0,89.6,0.506,14.5,27.5,0
31.0,27.0,85.1,0.643,6.6,16.7,1
24.0,19.0,85.1,0.519,12.7,17.9,0
26.0,20.0,89.9,0.565,15.1,31.7,0
31.0,28.0,89.9,0.556,12.8,25.7,1
12.0,21.0,77.5,0.465,12.6,20.6,1
13.0,21.0,77.5,0.435,14.5,37.8,0
25.0,24.0,93.7,0.563,15.7,17.9,1
21.0,24.0,93.7,0.494,11.2,24.0,0
36.0,23.0,88.4,0.551,11.0,24.3,0
17.0,28.0,88.4,0.6,11.4,18.8,1
24.0,24.0,97.8,0.5,19.4,34.1,1
26.0,18.0,97.8,0.441,14.7,29.2,0
26.0,22.0,87.5,0.494,12.8,26.2,0
26.0,31.0,87.5,0.539,8.6,35.7,1
27.0,26.0,91.2,0.447,11.3,22.9,0
24.0,23.0,91.2,0.48,11.7,25.0,1
18.0,18.0,92.4,0.314,15.0,29.6,0
31.0,22.0,92.4,0.494,15.8,33.3,1
24.0,19.0,98.5,0.479,16.3,10.5,1
21.0,26.0,98.5,0.389,17.3,28.9,0
25.0,19.0,91.2,0.435,8.9,14.3,0
22.0,21.0,91.2,0.487,15.5,26.8,1
29.0,25.0,96.1,0.603,14.1,20.5,0
28.0,24.0,96.1,0.585,8.3,31.7,1
27.0,26.0,95.5,0.595,12.7,20.5,1
19.0,33.0,95.5,0.506,15.4,25.6,0
23.0,27.0,94.0,0.463,17.7,25.0,1
22.0,30.0,94.0,0.399,13.3,18.8,0
32.0,17.0,85.3,0.535,11.2,21.6,1
19.0,25.0,85.3,0.489,11.7,34.1,0
27.0,26.0,84.7,0.525,10.1,36.1,1
23.0,27.0,84.7,0.558,15.1,29.7,0
22.0,29.0,95.7,0.457,11.4,16.7,1
21.0,20.0,95.7,0.429,17.5,34.0,0
20.0,24.0,91.0,0.513,18.8,34.9,0
31.0,23.0,91.0,0.524,11.1,31.1,1
18.0,21.0,93.3,0.444,15.5,17.1,0
28.0,24.0,93.3,0.618,14.6,23.1,1
32.0,27.0,90.8,0.591,15.4,29.8,0
33.0,28.0,90.8,0.604,9.7,23.5,1
16.0,28.0,84.2,0.566,13.4,31.6,1
24.0,32.0,84.2,0.489,7.0,29.3,0
21.0,30.0,89.6,0.572,13.5,17.1,1
19.0,23.0,89.6,0.438,11.0,17.0,0
18.0,26.0,91.3,0.372,13.7,23.1,0
11.0,19.0,91.3,0.434,17.1,28.6,1
23.0,21.0,90.2,0.462,14.4,25.0,0
23.0,23.0,90.2,0.445,9.4,31.0,1
26.0,29.0,102.9,0.534,14.8,20.9,1
25.0,27.0,102.9,0.511,14.5,27.7,0
5.0,24.0,95.0,0.454,19.9,14.6,0
24.0,24.0,95.0,0.404,13.9,27.5,1
26.0,24.0,92.1,0.604,17.3,14.3,0
26.0,25.0,92.1,0.477,9.0,32.7,1
15.0,14.0,84.6,0.39,12.4,16.7,0
34.0,23.0,84.6,0.605,10.2,41.9,1
31.0,27.0,101.2,0.607,11.8,18.9,1
24.0,33.0,101.2,0.482,16.1,19.5,0
21.0,32.0,99.3,0.534,13.0,33.3,1
32.0,27.0,99.3,0.506,16.4,31.0,0
22.0,33.0,91.2,0.479,12.6,32.0,1
25.0,23.0,91.2,0.469,15.0,23.3,0
26.0,20.0,88.8,0.519,9.1,20.0,1
18.0,25.0,88.8,0.47,12.3,33.3,0
31.0,14.0,90.9,0.604,16.8,14.3,1
13.0,27.0,90.9,0.524,14.5,22.5,0
23.0,20.0,91.4,0.412,11.3,24.0,0
23.0,25.0,91.4,0.404,10.1,30.0,1
27.0,23.0,88.7,0.513,11.0,25.7,1
22.0,22.0,88.7,0.487,18.9,34.1,0
28.0,19.0,92.4,0.5,12.0,14.3,0
34.0,25.0,92.4,0.627,13.2,31.0,1
16.0,24.0,99.7,0.367,9.6,23.6,0
19.0,25.0,99.7,0.5,16.3,4.7,1
29.0,21.0,91.2,0.558,13.4,12.5,1
14.0,27.0,91.2,0.506,18.4,25.7,0
23.0,28.0,87.6,0.56,9.8,34.4,1
23.0,21.0,87.6,0.48,15.6,28.2,0
28.0,28.0,104.3,0.476,16.2,23.3,0
29.0,20.0,104.3,0.489,12.0,20.0,1
25.0,25.0,86.3,0.455,11.9,25.0,0
25.0,31.0,86.3,0.534,7.6,15.2,1
20.0,26.0,86.2,0.545,14.1,27.5,0
27.0,26.0,86.2,0.475,10.4,38.3,1
22.0,32.0,90.8,0.643,11.8,26.5,1
26.0,23.0,90.8,0.622,14.1,19.4,0
22.0,26.0,93.7,0.479,19.5,20.5,0
28.0,20.0,93.7,0.506,16.5,16.7,1
20.0,33.0,103.8,0.5,16.9,12.8,0
34.0,33.0,103.8,0.661,16.8,28.1,1
25.0,29.0,85.9,0.536,19.3,31.3,1
17.0,30.0,85.9,0.424,13.5,19.5,0
24.0,20.0,87.1,0.377,12.2,16.0,0
21.0,30.0,87.1,0.519,20.0,55.6,1
19.0,23.0,88.8,0.481,11.7,21.4,1
29.0,11.0,88.8,0.466,13.0,25.6,0
20.0,26.0,91.6,0.479,20.4,22.2,0
24.0,19.0,91.6,0.562,19.4,18.8,1
19.0,30.0,95.2,0.5,12.9,27.1,0
28.0,22.0,95.2,0.527,11.7,31.0,1
27.0,16.0,99.1,0.477,16.8,22.9,0
31.0,22.0,99.1,0.588,20.5,31.4,1
27.0,23.0,94.6,0.397,7.2,26.9,0
32.0,26.0,94.6,0.528,11.5,34.0,1
17.0,25.0,98.2,0.55,16.6,20.5,0
44.0,28.0,98.2,0.663,11.8,30.3,1
26.0,26.0,88.1,0.481,11.0,20.0,0
22.0,28.0,88.1,0.507,14.1,27.8,1
28.0,26.0,92.9,0.519,12.0,33.3,1
32.0,31.0,92.9,0.518,17.9,35.1,0
28.0,25.0,98.7,0.549,13.6,7.7,0
27.0,20.0,98.7,0.551,19.6,17.5,1
28.0,26.0,92.6,0.512,13.2,24.4,1
18.0,16.0,92.6,0.486,16.6,22.5,0
22.0,26.0,85.1,0.596,12.7,35.9,1
22.0,25.0,85.1,0.411,14.2,30.0,0
19.0,24.0,97.2,0.403,12.8,8.7,0
43.0,22.0,97.2,0.539,15.0,40.0,1
16.0,19.0,98.0,0.36,16.8,24.1,0
29.0,25.0,98.0,0.556,10.1,19.5,1
19.0,19.0,90.8,0.424,8.8,19.6,0
22.0,18.0,90.8,0.463,15.2,28.3,1
21.0,32.0,88.8,0.538,15.5,32.4,1
13.0,23.0,88.8,0.548,14.4,17.6,0
23.0,15.0,94.4,0.444,13.8,21.7,0
23.0,23.0,94.4,0.564,15.9,32.4,1
36.0,28.0,100.2,0.484,10.6,37.3,0
21.0,42.0,100.2,0.622,12.9,17.6,1
17.0,34.0,94.6,0.424,15.7,43.4,0
30.0,24.0,94.6,0.526,14.4,25.0,1
19.0,28.0,94.9,0.547,21.8,27.3,1
20.0,18.0,94.9,0.403,16.0,27.8,0
34.0,35.0,88.6,0.534,7.8,27.5,1
30.0,26.0,88.6,0.513,10.7,27.5,0
24.0,26.0,88.8,0.469,7.1,41.2,0
23.0,31.0,88.8,0.671,10.9,32.4,1
34.0,16.0,90.8,0.481,14.5,36.4,0
26.0,25.0,90.8,0.521,1.8,31.8,1
26.0,30.0,98.7,0.572,19.6,31.6,1
28.0,27.0,98.7,0.435,11.5,33.9,0
36.0,34.0,96.6,0.588,10.8,31.0,1
29.0,34.0,96.6,0.529,14.9,34.1,0
23.0,26.0,92.6,0.465,12.8,32.6,0
32.0,16.0,92.6,0.606,13.8,17.5,1
28.0,28.0,93.8,0.604,23.8,20.7,1
9.0,16.0,93.8,0.405,11.7,12.2,0
25.0,25.0,96.1,0.489,13.6,19.5,0
19.0,36.0,96.1,0.45,9.7,34.8,1
27.0,25.0,93.5,0.526,11.5,22.2,0
27.0,25.0,93.5,0.608,11.0,13.5,1
21.0,22.0,87.4,0.5,19.7,33.3,1
27.0,12.0,87.4,0.48,20.3,19.0,0
19.0,20.0,95.4,0.446,13.7,13.0,0
28.0,18.0,95.4,0.413,16.2,15.0,1
16.0,25.0,89.2,0.452,13.0,20.9,1
19.0,13.0,89.2,0.398,12.9,29.6,0
24.0,19.0,92.3,0.563,13.2,13.2,0
23.0,28.0,92.3,0.609,9.7,23.7,1
17.0,18.0,86.9,0.447,9.2,16.3,0
27.0,26.0,86.9,0.46,8.7,34.0,1
34.0,22.0,91.8,0.483,15.3,36.6,0
22.0,20.0,91.8,0.473,13.8,18.9,1
20.0,19.0,91.8,0.492,24.3,19.4,0
17.0,22.0,91.8,0.434,13.5,19.1,1
27.0,33.0,94.9,0.558,10.8,14.0,1
26.0,9.0,94.9,0.483,14.9,33.3,0
18.0,26.0,95.7,0.552,20.1,19.4,1
15.0,16.0,95.7,0.426,25.8,25.0,0
16.0,15.0,86.7,0.417,7.9,25.0,0
25.0,29.0,86.7,0.595,12.8,15.6,1
26.0,17.0,87.3,0.465,10.7,24.4,0
36.0,22.0,87.3,0.63,11.8,21.2,1
16.0,20.0,89.7,0.5,16.2,21.2,1
25.0,13.0,89.7,0.465,12.4,25.5,0
21.0,26.0,88.5,0.506,12.8,23.3,0
20.0,22.0,88.5,0.577,14.7,6.1,1
25.0,20.0,92.5,0.372,10.1,24.6,0
15.0,21.0,92.5,0.469,15.9,37.5,1
26.0,26.0,86.9,0.642,11.1,34.3,1
16.0,28.0,86.9,0.453,7.7,27.5,0
24.0,18.0,82.9,0.469,13.6,37.0,0
17.0,17.0,82.9,0.395,10.5,42.0,1
32.0,23.0,90.1,0.547,11.7,25.7,1
18.0,23.0,90.1,0.5,15.2,20.0,0
26.0,26.0,92.7,0.596,12.4,10.5,1
29.0,28.0,92.7,0.453,8.7,32.7,0
23.0,21.0,94.5,0.466,11.9,15.2,1
28.0,12.0,94.5,0.431,14.3,24.0,0
30.0,20.0,95.5,0.559,14.5,17.5,0
26.0,30.0,95.5,0.505,10.8,28.0,1
24.0,18.0,88.8,0.545,15.5,17.1,0
29.0,26.0,88.8,0.582,15.0,27.0,1
35.0,27.0,92.5,0.584,11.4,33.3,1
25.0,23.0,92.5,0.421,18.1,27.3,0
25.0,30.0,98.2,0.517,11.5,27.3,0
30.0,32.0,98.2,0.628,14.1,18.8,1
33.0,46.0,94.4,0.692,9.5,26.7,1
25.0,24.0,94.4,0.56,11.7,18.9,0
25.0,17.0,88.3,0.47,8.9,22.5,1
20.0,23.0,88.3,0.448,16.8,27.7,0
21.0,18.0,100.9,0.446,19.2,21.3,0
33.0,28.0,100.9,0.596,17.8,16.7,1
30.0,26.0,94.6,0.571,14.8,14.6,1
22.0,23.0,94.6,0.488,15.8,25.0,0
19.0,25.0,84.6,0.443,12.2,27.5,0
31.0,18.0,84.6,0.494,10.0,31.1,1
21.0,25.0,91.2,0.436,17.9,26.2,0
23.0,35.0,91.2,0.593,12.0,21.6,1
30.0,29.0,94.2,0.541,16.8,33.3,0
27.0,30.0,94.2,0.5,13.9,41.5,1
22.0,23.0,90.5,0.437,11.9,16.3,0
21.0,24.0,90.5,0.571,16.0,26.5,1
18.0,27.0,88.7,0.555,14.5,23.7,0
28.0,31.0,88.7,0.713,9.0,24.0,1
21.0,20.0,84.5,0.393,12.1,36.7,0
29.0,17.0,84.5,0.483,12.4,40.4,1
19.0,26.0,86.5,0.492,17.0,20.0,0
23.0,26.0,86.5,0.61,12.8,12.9,1
22.0,22.0,92.2,0.5,11.1,31.9,1
17.0,16.0,92.2,0.375,8.7,15.4,0
25.0,27.0,82.7,0.559,11.9,17.1,0
23.0,22.0,82.7,0.529,12.6,44.2,1
20.0,14.0,92.1,0.422,17.3,20.8,0
18.0,23.0,92.1,0.471,14.5,8.1,1
21.0,19.0,94.2,0.494,11.7,18.2,0
17.0,26.0,94.2,0.566,15.7,14.3,1
24.0,30.0,100.1,0.5,8.0,25.0,1
30.0,33.0,100.1,0.5,8.7,23.3,0
19.0,22.0,98.0,0.459,11.7,20.8,0
33.0,21.0,98.0,0.44,10.0,20.5,1
19.0,9.0,86.7,0.308,13.2,19.3,0
25.0,17.0,86.7,0.481,13.7,29.5,1
29.0,22.0,84.5,0.531,11.1,29.7,0
29.0,24.0,84.5,0.579,6.4,23.7,1
27.0,28.0,96.1,0.529,12.6,31.1,1
24.0,19.0,96.1,0.452,16.1,27.9,0
24.0,19.0,88.9,0.468,16.3,33.3,0
26.0,22.0,88.9,0.573,12.0,23.1,1
33.0,20.0,86.0,0.469,7.4,14.3,0
25.0,27.0,86.0,0.556,11.2,31.4,1
30.0,20.0,82.2,0.545,13.3,32.4,0
23.0,28.0,82.2,0.531,8.8,48.7,1
15.0,13.0,81.5,0.439,14.4,15.8,0
27.0,24.0,81.5,0.494,10.0,41.0,1
16.0,25.0,89.2,0.441,13.7,24.4,0
26.0,19.0,89.2,0.458,10.5,28.6,1
21.0,16.0,93.4,0.455,20.7,24.4,0
22.0,19.0,93.4,0.463,12.8,29.8,1
27.0,25.0,97.7,0.567,8.7,7.9,1
24.0,29.0,97.7,0.528,8.5,15.6,0
22.0,23.0,94.9,0.409,15.1,17.4,0
24.0,30.0,94.9,0.61,15.1,26.2,1
26.0,30.0,95.7,0.527,9.6,18.4,1
22.0,29.0,95.7,0.452,12.2,27.7,0
20.0,34.0,90.3,0.533,10.9,22.0,1
18.0,39.0,90.3,0.437,14.8,33.3,0
31.0,18.0,91.5,0.435,7.5,21.8,0
21.0,20.0,91.5,0.519,12.0,21.4,1
22.0,26.0,96.1,0.449,16.3,17.1,0
32.0,31.0,96.1,0.553,13.3,18.2,1
27.0,25.0,96.4,0.5,17.6,16.7,0
33.0,20.0,96.4,0.542,12.3,40.9,1
23.0,24.0,85.9,0.478,8.6,31.1,0
30.0,25.0,85.9,0.625,13.5,31.4,1
17.0,19.0,98.1,0.457,19.0,12.5,0
32.0,21.0,98.1,0.579,19.8,31.4,1
15.0,22.0,88.3,0.475,12.0,22.7,0
20.0,25.0,88.3,0.555,11.4,36.6,1
21.0,21.0,76.1,0.588,13.4,32.3,1
17.0,16.0,76.1,0.472,13.1,38.2,0
28.0,31.0,95.8,0.381,16.0,26.0,0
29.0,31.0,95.8,0.587,22.3,33.3,1
20.0,27.0,87.1,0.5,13.0,27.0,1
27.0,28.0,87.1,0.512,11.7,31.0,0
24.0,19.0,90.7,0.398,15.9,26.7,0
28.0,28.0,90.7,0.596,5.0,20.6,1
34.0,15.0,93.8,0.494,13.4,23.9,0
15.0,31.0,93.8,0.547,11.9,28.3,1
14.0,28.0,89.9,0.482,11.8,23.9,0
27.0,27.0,89.9,0.577,13.8,23.7,1
25.0,25.0,91.6,0.494,11.2,13.6,0
23.0,19.0,91.6,0.47,14.1,27.5,1
22.0,26.0,102.7,0.462,20.6,25.0,0
25.0,25.0,102.7,0.56,18.0,18.6,1
22.0,18.0,94.8,0.481,17.3,15.6,0
29.0,29.0,94.8,0.543,15.6,20.0,1
19.0,14.0,84.9,0.376,13.0,40.8,0
10.0,29.0,84.9,0.461,15.6,32.5,1
38.0,19.0,92.7,0.566,13.1,28.9,1
17.0,32.0,92.7,0.467,11.9,17.9,0
23.0,20.0,92.0,0.519,12.6,22.0,0
35.0,34.0,92.0,0.561,17.0,30.8,1
22.0,31.0,98.2,0.506,14.1,15.9,1
28.0,24.0,98.2,0.434,13.4,29.3,0
33.0,23.0,87.8,0.563,11.0,21.6,1
26.0,26.0,87.8,0.421,9.2,36.5,0
28.0,20.0,102.2,0.473,9.0,13.7,0
22.0,22.0,102.2,0.579,15.2,23.5,1
26.0,10.0,86.7,0.363,12.3,29.4,0
21.0,23.0,86.7,0.507,19.2,32.3,1
14.0,23.0,84.1,0.456,11.1,26.8,0
24.0,22.0,84.1,0.563,13.0,23.7,1
23.0,22.0,89.4,0.493,12.3,15.8,0
33.0,22.0,89.4,0.582,12.9,25.6,1
23.0,19.0,88.5,0.42,11.8,36.0,0
23.0,27.0,88.5,0.532,12.1,23.7,1
18.0,26.0,90.6,0.559,13.1,17.5,0
25.0,35.0,90.6,0.517,8.5,31.6,1
29.0,23.0,96.3,0.547,9.2,22.0,0
25.0,28.0,96.3,0.615,16.6,35.5,1
9.0,25.0,82.5,0.455,11.3,26.2,0
24.0,21.0,82.5,0.472,5.6,18.4,1
24.0,22.0,93.1,0.511,12.6,38.6,0
36.0,25.0,93.1,0.591,8.9,32.6,1
20.0,34.0,89.8,0.571,10.9,21.4,1
24.0,20.0,89.8,0.465,14.7,37.0,0
23.0,34.0,94.2,0.519,14.7,31.6,1
23.0,29.0,94.2,0.512,13.5,19.0,0
21.0,33.0,96.5,0.526,9.1,18.2,1
29.0,18.0,96.5,0.378,13.9,22.2,0
23.0,20.0,87.3,0.432,9.4,15.2,0
28.0,21.0,87.3,0.507,11.9,27.3,1
20.0,26.0,92.7,0.49,4.8,15.9,0
30.0,27.0,92.7,0.653,13.3,18.8,1
27.0,28.0,99.0,0.532,10.8,25.0,0
26.0,45.0,99.0,0.511,12.1,28.3,1
21.0,22.0,85.1,0.488,16.4,50.0,0
26.0,21.0,85.1,0.602,19.2,25.0,1
21.0,32.0,87.0,0.657,13.1,6.9,1
30.0,18.0,87.0,0.426,13.9,50.0,0
30.0,29.0,95.9,0.646,11.2,27.8,1
30.0,28.0,95.9,0.613,14.6,14.7,0
25.0,27.0,96.5,0.535,12.9,25.6,1
23.0,21.0,96.5,0.611,19.5,12.1,0
30.0,25.0,94.2,0.568,15.3,37.8,0
31.0,25.0,94.2,0.589,10.5,22.9,1
26.0,26.0,92.5,0.495,10.4,40.0,1
28.0,32.0,92.5,0.531,11.8,26.7,0
27.0,24.0,95.2,0.489,12.2,34.1,1
17.0,28.0,95.2,0.413,9.8,27.6,0
31.0,29.0,86.6,0.596,8.8,36.1,1
14.0,23.0,86.6,0.442,15.1,26.3,0
14.0,24.0,87.7,0.372,10.5,26.9,0
29.0,18.0,87.7,0.518,13.0,26.2,1
24.0,24.0,85.8,0.571,17.3,17.6,1
25.0,11.0,85.8,0.355,12.8,25.5,0
22.0,28.0,94.9,0.489,11.9,25.5,0
20.0,23.0,94.9,0.529,12.4,19.0,1
22.0,10.0,94.8,0.362,16.1,25.5,0
24.0,28.0,94.8,0.529,14.6,31.1,1
24.0,24.0,81.7,0.522,13.0,22.9,1
19.0,20.0,81.7,0.441,16.4,42.2,0
26.0,18.0,94.4,0.335,9.3,17.2,0
27.0,26.0,94.4,0.425,13.3,31.9,1
26.0,38.0,87.6,0.512,16.1,31.7,0
19.0,25.0,87.6,0.534,10.6,35.7,1
24.0,25.0,99.3,0.469,9.9,34.0,1
16.0,22.0,99.3,0.459,12.4,25.5,0
29.0,18.0,93.5,0.506,15.7,27.5,0
22.0,38.0,93.5,0.603,14.6,23.5,1
16.0,31.0,92.7,0.414,8.8,29.6,0
29.0,21.0,92.7,0.532,15.6,23.1,1
23.0,30.0,91.0,0.452,14.5,34.1,0
21.0,33.0,91.0,0.52,11.5,30.2,1
34.0,30.0,84.9,0.528,13.2,28.9,1
22.0,18.0,84.9,0.5,15.3,39.5,0
34.0,28.0,90.2,0.545,8.4,32.5,1
26.0,19.0,90.2,0.544,11.3,17.9,0
28.0,32.0,94.5,0.487,13.8,12.5,0
28.0,20.0,94.5,0.487,14.3,22.5,1
22.0,14.0,90.5,0.405,18.6,21.7,0
28.0,27.0,90.5,0.564,13.9,22.9,1
19.0,26.0,86.1,0.369,13.3,28.6,0
14.0,25.0,86.1,0.393,16.0,37.3,1
12.0,19.0,86.7,0.486,14.1,10.5,0
22.0,20.0,86.7,0.472,17.9,31.4,1
19.0,29.0,84.7,0.513,15.5,36.8,0
32.0,23.0,84.7,0.625,11.7,26.3,1
15.0,14.0,90.5,0.529,21.0,18.2,1
20.0,14.0,90.5,0.355,12.3,27.1,0
23.0,23.0,91.9,0.476,15.0,28.6,0
19.0,25.0,91.9,0.529,11.6,22.9,1
28.0,19.0,91.9,0.548,13.7,20.0,1
16.0,36.0,91.9,0.461,7.9,19.6,0
27.0,29.0,94.7,0.596,21.0,23.3,0
24.0,26.0,94.7,0.533,17.8,28.9,1
20.0,21.0,95.6,0.423,10.2,32.1,0
26.0,22.0,95.6,0.573,16.2,12.5,1
28.0,31.0,92.6,0.529,8.7,22.2,1
31.0,17.0,92.6,0.488,10.9,13.6,0
24.0,26.0,91.7,0.448,13.6,22.2,0
24.0,25.0,91.7,0.5,12.9,31.7,1
18.0,17.0,95.6,0.384,13.1,19.6,0
29.0,29.0,95.6,0.636,19.8,37.1,1
11.0,24.0,93.2,0.322,6.7,32.8,0
28.0,29.0,93.2,0.5,13.2,26.8,1
31.0,31.0,95.4,0.523,8.7,13.3,1
17.0,26.0,95.4,0.549,16.1,21.4,0
14.0,21.0,92.3,0.452,19.5,38.3,0
22.0,30.0,92.3,0.618,18.5,12.1,1
15.0,25.0,81.3,0.432,11.6,25.0,0
19.0,23.0,81.3,0.5,15.2,42.1,1
23.0,27.0,96.0,0.456,12.1,23.3,1
32.0,23.0,96.0,0.44,12.7,22.0,0
28.0,22.0,100.0,0.544,12.7,24.4,1
30.0,17.0,100.0,0.4,13.3,29.8,0
24.0,25.0,93.1,0.469,13.6,22.4,0
25.0,27.0,93.1,0.512,15.2,17.8,1
27.0,22.0,85.1,0.606,13.7,27.3,1
34.0,23.0,85.1,0.525,12.4,22.5,0
22.0,23.0,90.8,0.519,15.0,19.0,1
26.0,15.0,90.8,0.453,14.0,17.9,0
23.0,17.0,85.4,0.417,7.3,20.9,0
29.0,19.0,85.4,0.451,9.9,26.1,1
31.0,24.0,95.4,0.5,13.0,23.3,0
20.0,31.0,95.4,0.459,13.1,33.3,1
24.0,28.0,93.6,0.449,11.2,26.1,0
24.0,19.0,93.6,0.56,19.9,23.5,1
26.0,20.0,87.9,0.52,15.1,25.6,0
23.0,31.0,87.9,0.525,14.3,34.3,1
22.0,33.0,92.1,0.574,14.0,20.0,0
24.0,25.0,92.1,0.479,7.1,34.8,1
20.0,17.0,88.2,0.474,17.7,25.0,0
23.0,28.0,88.2,0.563,11.0,31.4,1
19.0,37.0,95.1,0.555,16.5,30.8,0
30.0,30.0,95.1,0.607,18.4,21.2,1
21.0,28.0,91.6,0.487,15.5,17.9,0
31.0,22.0,91.6,0.456,12.4,27.9,1
18.0,20.0,92.3,0.365,11.8,24.1,0
26.0,36.0,92.3,0.586,10.4,11.4,1
24.0,30.0,92.6,0.564,13.0,18.4,1
25.0,25.0,92.6,0.484,13.1,38.8,0
22.0,26.0,89.7,0.517,12.7,43.5,1
25.0,29.0,89.7,0.538,13.1,15.8,0
21.0,15.0,90.7,0.468,16.7,17.1,0
30.0,28.0,90.7,0.549,10.0,25.0,1
20.0,27.0,87.1,0.487,15.1,39.5,1
33.0,24.0,87.1,0.444,8.6,46.3,0
33.0,26.0,93.0,0.531,7.9,37.8,1
24.0,21.0,93.0,0.547,12.6,22.5,0
36.0,27.0,98.3,0.429,7.8,27.8,0
31.0,15.0,98.3,0.533,10.1,20.0,1
20.0,31.0,94.4,0.494,15.0,22.7,0
27.0,15.0,94.4,0.524,18.1,34.9,1
30.0,18.0,82.1,0.417,13.5,28.2,0
27.0,24.0,82.1,0.565,11.6,44.7,1
23.0,30.0,91.8,0.571,11.7,25.0,1
22.0,26.0,91.8,0.483,11.3,23.3,0
26.0,23.0,90.5,0.41,12.0,30.4,0
27.0,22.0,90.5,0.53,13.9,36.8,1
19.0,20.0,92.3,0.481,15.6,22.0,0
21.0,31.0,92.3,0.535,11.6,22.7,1
26.0,16.0,88.2,0.478,7.6,31.3,1
25.0,16.0,88.2,0.493,19.5,21.2,0
25.0,24.0,90.0,0.506,15.0,24.4,0
24.0,23.0,90.0,0.524,13.8,19.5,1
38.0,23.0,86.3,0.62,13.6,23.5,1
16.0,28.0,86.3,0.449,15.0,25.0,0
24.0,26.0,93.5,0.565,9.8,17.9,0
32.0,31.0,93.5,0.553,9.3,28.9,1
22.0,29.0,93.4,0.526,13.0,16.2,0
14.0,32.0,93.4,0.518,16.2,32.4,1
21.0,26.0,99.5,0.48,14.5,5.1,1
28.0,19.0,99.5,0.483,16.3,20.5,0
30.0,28.0,93.7,0.517,13.1,36.4,1
22.0,32.0,93.7,0.483,12.8,31.0,0
24.0,18.0,90.5,0.487,11.7,25.0,1
22.0,20.0,90.5,0.422,12.9,29.4,0
41.0,29.0,105.3,0.598,17.5,30.0,1
33.0,38.0,105.3,0.49,12.0,34.7,0
23.0,26.0,79.8,0.555,9.5,32.4,1
29.0,14.0,79.8,0.521,11.9,30.3,0
29.0,31.0,86.7,0.514,15.8,29.4,0
17.0,22.0,86.7,0.601,11.6,22.6,1
21.0,14.0,88.5,0.351,13.4,32.0,0
30.0,20.0,88.5,0.524,14.7,20.6,1
30.0,14.0,91.8,0.449,12.9,29.2,0
22.0,24.0,91.8,0.517,13.9,31.8,1
31.0,16.0,91.7,0.511,7.8,41.3,1
28.0,24.0,91.7,0.488,13.3,27.1,0
21.0,24.0,92.5,0.477,13.6,34.1,0
32.0,17.0,92.5,0.526,17.0,28.9,1
31.0,32.0,92.6,0.556,10.9,20.0,1
21.0,13.0,92.6,0.474,18.0,23.8,0
27.0,17.0,92.5,0.487,16.8,19.0,0
22.0,28.0,92.5,0.553,15.0,30.0,1
34.0,28.0,91.0,0.518,12.0,35.7,1
17.0,20.0,91.0,0.41,11.0,14.9,0
