starters_3p_per,reserves_fg_per,starters_ast,starters_fg,starting_g_fg_per,starting_f_fg_per,starters_trb_per,starters_drb,starters_pts,starters_fg_per,result
0.3750000003125,0.40000000008000003,11.000000004,21.000000004,0.44000000002240003,0.19047619051473924,53.300000004000005,17.000000004,59.000000004,0.3442622951249664,0
0.6666666668148148,0.29268292689827485,17.000000004,20.000000004,0.42857142859863945,0.4782608695879017,48.200000004,23.000000004,54.000000004,0.4545454545950413,0
0.50000000025,0.40740740749519894,14.000000004,27.000000004,0.43750000003515627,0.4347826087079395,59.000000004,21.000000004,78.000000004,0.43548387100416236,1
0.33333333362962964,0.4090909091983471,13.000000004,20.000000004,0.2857142857397959,0.44000000002240003,64.700000004,31.000000004,55.000000004,0.3636363636826446,0
0.3076923079053255,0.4166666667638889,19.000000004,25.000000004,0.46153846157988165,0.4523809523939909,43.600000004,24.000000004,63.000000004,0.45454545458512396,1
0.35294117662283736,0.42857142865306125,18.000000004,26.000000004,0.5714285714408163,0.300000000035,69.900000004,28.000000004,81.000000004,0.4193548387471384,1
0.1250000004375,0.4838709678085328,16.000000004,25.000000004,0.500000000025,0.37500000002604167,32.600000003999995,19.000000004,55.000000004,0.4629629630027435,0
0.5000000001666667,0.4333333334088889,21.000000004,27.000000004,0.4054054054214755,0.6111111111327161,56.400000004,19.000000004,62.000000004,0.48214285717984695,1
0.25000000037500003,0.5000000000833333,17.000000004,21.000000004,0.4736842105540166,0.38709677421331945,44.100000004,19.000000004,57.000000004,0.4200000000464,0
0.23529411782698964,0.4333333334088889,10.000000004,20.000000004,0.3333333334074074,0.35000000001625,46.900000004,20.000000004,48.000000004,0.37735849061302956,0
0.25000000025,0.3333333334222222,11.000000004,21.000000004,0.4571428571583673,0.14285714297959184,54.200000004,19.000000004,60.000000004,0.3818181818631405,1
0.25000000075,0.6071428571989796,16.000000004,27.000000004,0.6875000000195313,0.6315789473878116,51.000000004,17.000000004,71.000000004,0.6585365853991672,1
0.5000000003333334,0.3529411765467128,12.000000004,20.000000004,0.4193548387284079,0.5000000000357143,44.800000004,11.000000004,52.000000004,0.44444444449382714,0
0.3750000003125,0.4444444445679012,13.000000004,27.000000004,0.4444444444753086,0.4285714285918367,61.100000004,27.000000004,81.000000004,0.45762711868083883,1
0.529411764816609,0.3600000001024,14.000000004,27.000000004,0.46666666668444445,0.5500000000225,35.400000004,16.000000004,65.000000004,0.4909090909461157,0
0.41666666686111115,0.3947368421689751,19.000000004,23.000000004,0.4761904762154195,0.5000000000227273,50.600000004,17.000000004,59.000000004,0.5000000000434782,1
0.38461538480473373,0.46153846170414203,11.000000004,28.000000004,0.5517241379464922,0.4210526316094183,52.200000004,24.000000004,79.000000004,0.5090909091266116,0
0.3750000003125,0.3235294118442907,11.000000004,21.000000004,0.37037037039369,0.39285714287882656,48.500000004,19.000000004,52.000000004,0.3818181818631405,0
0.1250000004375,0.384615384678501,12.000000004,17.000000004,0.3809523809818594,0.36842105266481995,51.400000004000006,16.000000004,46.000000004,0.35416666672048613,1
0.3333333334814815,0.4193548387845994,12.000000004,22.000000004,0.3750000000390625,0.42105263159418277,50.50000000399999,18.000000004,56.000000004,0.40740740745130316,0
3.9999999839999995e-09,0.375000000078125,18.000000004,25.000000004,0.29411764710034605,0.6875000000195313,57.100000004,20.000000004,57.000000004,0.5102040816726364,1
0.22222222256790122,0.4583333334236111,11.000000004,22.000000004,0.5333333333644444,0.43750000001757805,51.500000004,21.000000004,55.000000004,0.4680851064282481,0
0.5000000000909091,0.3846153847100592,17.000000004,26.000000004,0.44000000002240003,0.35714285716581634,65.500000004,19.000000004,73.000000004,0.4482758621070155,1
0.33333333346031746,0.40000000024000004,13.000000004,28.000000004,0.4117647058996539,0.3111111111264197,56.900000004,24.000000004,77.00000000400001,0.35443037977952246,0
0.20000000064,0.681818181876033,13.000000004,24.000000004,0.5185185185363511,0.400000000024,54.600000004,27.000000004,64.000000004,0.4444444444855967,1
0.2142857145102041,0.38888888895679014,17.000000004,18.000000004,0.3600000000256,0.35294117650865053,51.500000004,20.000000004,53.000000004,0.37500000005208334,0
0.1250000004375,0.6206896552247325,10.000000004,24.000000004,0.22727272730785125,0.542857142870204,50.800000004,20.000000004,57.000000004,0.42105263161957523,1
0.3750000003125,0.48148148155829906,16.000000004,24.000000004,0.2631578947756233,0.431818181831095,43.500000004,18.000000004,58.000000004,0.38095238099168555,0
0.14285714334693878,0.40000000006857145,12.000000004,26.000000004,0.50000000005,0.4117647058996539,58.300000004000005,25.000000004,62.000000004,0.4561403509153586,1
0.46153846170414203,0.40000000008000003,18.000000004,25.000000004,0.5312500000146484,0.43750000003515627,52.400000004000006,17.000000004,70.000000004,0.4807692308091716,0
0.30000000028,0.5416666667430555,18.000000004,24.000000004,0.4074074074293553,0.3846153846627219,44.900000004,18.000000004,75.000000004,0.42105263161957523,1
0.23076923100591717,0.37500000015625,10.000000004,26.000000004,0.33333333335555554,0.4736842105540166,53.400000004,26.000000004,63.000000004,0.4406779661396151,1
7.999999993599999e-10,0.4285714286367347,15.000000004,14.000000004,0.16666666671296296,0.3043478261172023,50.900000004000006,18.000000004,40.000000004,0.2641509434517622,0
0.1818181821157025,0.45454545461157025,10.000000004,24.000000004,0.3157894737202216,0.5000000000625,64.70000000399999,17.000000004,60.000000004,0.4137931034887039,0
0.7500000000833333,0.6285714286138776,19.000000004,27.000000004,0.6206896551854935,0.5625000000273438,62.500000004,21.000000004,68.000000004,0.6000000000355555,1
0.47368421063711913,0.20000000032000004,26.000000004,37.000000004,0.4545454545619834,0.4400000000112,51.400000004000006,36.000000004,89.00000000400001,0.44578313255682966,1
0.18750000020312502,0.3461538462544379,16.000000004,25.000000004,0.35135135136888235,0.38461538463905326,52.000000004,31.000000004,62.000000004,0.3571428571795918,0
0.20000000064,0.418604651216874,9.000000004,19.000000004,0.33333333336507937,0.31578947370221605,39.900000004,17.000000004,48.000000004,0.32203389835104856,0
0.23076923100591715,0.2692307693431953,12.000000004,32.000000004,0.411764705916955,0.4222222222350617,64.800000004,41.000000004,81.000000004,0.43835616441433667,1
0.3076923079053255,0.5757575758089991,12.000000004,22.000000004,0.36363636365564733,0.5714285714591837,60.100000004,23.000000004,66.000000004,0.4313725490642061,1
0.60000000016,0.38709677427263267,15.000000004,18.000000004,0.3076923077455621,0.5454545454752067,44.000000004,17.000000004,72.000000004,0.4615384615936884,0
0.2142857145102041,0.6206896552247325,12.000000004,31.000000004,0.5333333333488889,0.43750000001757805,61.600000003999995,19.000000004,73.00000000400001,0.4696969697291093,0
0.25000000024999997,0.5000000001,23.000000004,33.000000004,0.4210526316094183,0.5681818181916322,41.300000004,18.000000004,91.00000000399999,0.5238095238397581,1
0.4285714288979592,0.250000000125,16.000000004,33.000000004,0.5121951219631171,0.6666666666851851,57.600000004,26.000000004,87.000000004,0.5593220339281816,0
0.13333333356444446,0.7142857143183674,20.000000004,16.000000004,0.3939393939577594,0.27272727279338843,42.200000004,11.000000004,43.000000004,0.36363636369421487,1
0.5000000002,0.3888888890246914,14.000000004,31.000000004,0.6923076923313609,0.4782608695765595,58.90000000399999,16.000000004,85.000000004,0.525423728845734,0
1.0,0.5217391305179584,20.000000004,30.000000004,0.4500000000275,0.6774193548491155,50.000000004,18.000000004,79.000000004,0.5882352941499424,1
0.4285714287346939,0.37037037046364885,18.000000004,26.000000004,0.411764705916955,0.475000000013125,51.300000004,24.000000004,62.000000004,0.4561403509153586,1
0.22222222256790125,0.5813953488761493,6.000000004,9.000000004,0.20000000005333335,0.35714285718877553,56.400000004000006,17.000000004,24.000000004,0.2571428572277551,0
1.999999996e-09,0.4250000000575,10.000000004,11.000000004,0.07142857149489797,0.400000000024,45.200000004,12.000000004,27.000000004,0.2820512821249178,0
0.5333333334577778,0.36363636375206615,20.000000004,32.000000004,0.5000000000357143,0.48148148150068587,55.800000004,21.000000004,81.000000004,0.581818181848595,1
0.8571428572244898,0.3333333334141415,10.000000004,23.000000004,0.46428571430484694,0.5555555555802469,42.500000004,16.000000004,60.000000004,0.5000000000434782,0
0.312500000171875,0.5000000000666667,9.000000004,24.000000004,0.48148148150068587,0.5555555555802469,50.800000004000005,16.000000004,61.000000004,0.5106382979139882,1
0.312500000171875,0.5312500000585938,9.000000004,24.000000004,0.4761904762154195,0.20000000016000002,61.300000004000005,17.000000004,57.000000004,0.47058823533564015,1
0.27272727299173555,0.5263157895734072,23.000000004,23.000000004,0.33333333336507937,0.5000000000192307,62.20000000399999,27.000000004,63.000000004,0.4423076923505917,0
0.3571428573265306,0.25925925936899863,15.000000004,32.000000004,0.4166666667152778,0.5000000000125,50.200000003999996,16.000000004,75.000000004,0.50000000003125,0
1.0,0.5000000000833333,15.000000004,33.000000004,0.50000000003125,0.48076923077921596,41.500000004,18.000000004,79.000000004,0.48529411767733566,1
0.40000000047999995,0.354838709760666,10.000000004,18.000000004,0.375000000078125,0.642857142882653,52.900000004000006,20.000000004,53.000000004,0.5454545455096419,0
0.5555555557530865,0.4210526316398892,9.000000004,24.000000004,0.6666666666805555,0.300000000035,50.900000004,12.000000004,63.000000004,0.46153846157988165,1
0.3750000003125,0.50000000005,17.000000004,24.000000004,0.4545454545950413,0.43478260872022684,55.400000004000006,13.000000004,60.000000004,0.5000000000416667,1
0.562500000109375,0.5909090909834711,17.000000004,22.000000004,0.4571428571583673,0.50000000025,37.100000004,14.000000004,61.000000004,0.4313725490642061,0
0.22222222239506173,0.3478260870699433,10.000000004,28.000000004,0.35714285716581634,0.428571428585034,54.900000004000006,16.000000004,74.00000000400001,0.4000000000342857,0
0.750000000125,0.5625000000546875,21.000000004,30.000000004,0.6538461538594674,0.6500000000175,41.900000004,17.000000004,72.000000004,0.652173913073724,1
0.5238095239002267,0.4642857143622449,17.000000004,27.000000004,0.4166666666788194,0.43750000003515627,55.100000004,19.000000004,76.000000004,0.4218750000361328,1
0.38461538480473373,0.40000000008000003,16.000000004,27.000000004,0.642857142882653,0.5652173913232514,39.000000004,18.000000004,67.000000004,0.6136363636714877,0
0.30000000028,0.42307692316568046,16.000000004,29.000000004,0.4210526316094183,0.46666666667851847,51.300000004000005,24.000000004,67.000000004,0.4531250000341797,0
0.25000000037500003,0.47619047629024946,15.000000004,28.000000004,0.4782608695879017,0.30555555557484565,54.900000004,26.000000004,77.000000004,0.4000000000342857,1
0.27272727299173555,0.4166666667314815,12.000000004,20.000000004,0.3333333334074074,0.3333333333535353,47.100000003999995,18.000000004,55.000000004,0.3846153846627219,0
0.5833333334722223,0.4705882353564014,22.000000004,31.000000004,0.6315789473878116,0.5757575757704315,54.200000003999996,24.000000004,77.000000004,0.5961538461849113,1
0.437500000140625,0.4054054054696859,12.000000004,24.000000004,0.5454545454752067,0.43750000003515627,53.900000004,22.000000004,67.000000004,0.5106382979139882,1
0.38461538480473373,0.25000000008333334,16.000000004,20.000000004,0.3142857143053061,0.6000000000266666,63.700000004,24.000000004,60.000000004,0.400000000048,0
0.27777777793827163,0.3888888890246914,20.000000004,24.000000004,0.3125000000214843,0.42857142859863945,41.800000004,21.000000004,72.000000004,0.40000000004,0
0.14285714334693878,0.5000000000526316,5.000000004,18.000000004,0.29411764710034605,0.5000000000192307,50.00000000399999,21.000000004,49.000000004,0.418604651216874,1
0.30000000028,0.3333333334141414,8.000000004,16.000000004,0.33333333337777776,0.41666666669097224,52.500000004,18.000000004,44.000000004,0.34782608701323253,0
0.37500000031249997,0.578947368465374,12.000000004,19.000000004,0.23076923082840237,0.4444444444598765,46.600000004,17.000000004,44.000000004,0.3877551020907955,1
0.5000000001666667,0.31578947382825484,8.000000004,30.000000004,0.5882352941418685,0.400000000012,54.900000004,21.000000004,79.000000004,0.4477611940628202,0
0.40000000048000006,0.5000000000833333,18.000000004,28.000000004,0.46153846157988165,0.44117647060467124,56.300000004,26.000000004,70.000000004,0.46666666670222223,1
0.28571428612244903,0.5652173913799622,16.000000004,22.000000004,0.2608695652495274,0.500000000015625,38.600000004,17.000000004,59.000000004,0.4000000000436364,0
0.3333333334814815,0.4285714286367347,16.000000004,26.000000004,0.39130434785255197,0.4761904762154195,56.600000004,21.000000004,69.000000004,0.4561403509153586,1
0.25000000024999997,0.3571428572040816,7.000000004,15.000000004,0.21428571434183674,0.300000000035,36.100000003999995,13.000000004,47.000000004,0.3571428572040816,0
0.46153846170414203,0.3636363637134986,17.000000004,23.000000004,0.5000000000277778,0.60000000002,58.800000004,22.000000004,66.000000004,0.5609756097989292,1
0.37500000015625,0.33333333343209876,13.000000004,26.000000004,0.5833333333680556,0.44117647060467124,41.200000004,18.000000004,64.000000004,0.4482758621070155,0
0.3076923079053255,0.3666666667511111,16.000000004,27.000000004,0.46666666670222223,0.400000000024,61.300000004,27.000000004,61.000000004,0.4736842105632502,1
0.35294117662283736,0.4230769231213018,13.000000004,17.000000004,0.4285714285918367,0.3076923077455621,41.500000004,15.000000004,41.000000004,0.3953488372655489,0
0.28571428612244903,0.4705882353564014,20.000000004,18.000000004,0.5000000000357143,0.3333333333535353,52.600000004,28.000000004,59.000000004,0.38297872345676776,1
0.37500000015625,0.44827586214506543,25.000000004,30.000000004,0.50000000005,0.37500000001562495,56.700000004,22.000000004,79.000000004,0.4687500000332031,1
0.5000000001666667,0.40000000006,11.000000004,22.000000004,0.4285714286122449,0.3076923077455621,49.50000000399999,17.000000004,57.000000004,0.4680851064282481,0
0.23076923100591717,0.4615384616213018,17.000000004,24.000000004,0.44444444446502057,0.41666666669097224,44.100000004,17.000000004,66.000000004,0.4363636364046281,0
0.45454545474380165,0.3846153847100592,12.000000004,29.000000004,0.43333333335222224,0.6153846154142012,46.600000004,21.000000004,79.000000004,0.5000000000344827,1
0.40000000016000004,0.3571428572346939,16.000000004,26.000000004,0.4146341463557406,0.529411764733564,44.800000004,19.000000004,69.000000004,0.4482758621070155,0
0.3076923079053255,0.5555555556213991,19.000000004,27.000000004,0.5000000000208333,0.600000000016,48.300000004,21.000000004,70.00000000400001,0.5294117647427913,1
0.38461538480473373,0.5000000001111111,14.000000004,28.000000004,0.45161290324349634,0.4482758620879905,53.400000004,22.000000004,67.000000004,0.43750000003515627,1
0.2105263159556787,0.33333333343209876,12.000000004,22.000000004,0.2916666666961806,0.5000000000227273,55.200000004,17.000000004,57.000000004,0.38596491232379193,0
0.30000000027999996,0.3750000000625,15.000000004,15.000000004,0.2857142858163265,0.5000000000192307,38.600000003999995,12.000000004,38.000000004,0.45454545461157025,0
0.25000000075,0.4166666667314815,19.000000004,31.000000004,0.6923076923313609,0.5454545454752067,68.300000004,24.000000004,67.000000004,0.6595744681140787,1
0.20000000032000004,0.3125000000859375,7.000000004,20.000000004,0.3750000000195312,0.5000000000625,58.900000004,16.000000004,45.000000004,0.4166666667152778,0
0.40000000016000004,0.600000000064,19.000000004,25.000000004,0.6190476190657597,0.38709677421331945,56.000000004,18.000000004,67.000000004,0.4807692308091716,1
5.714285711020408e-10,0.6071428571989796,20.000000004,27.000000004,0.5333333333644444,0.43750000001757805,59.200000004,26.000000004,68.000000004,0.4909090909461157,1
0.3636363638677686,0.4324324324937911,14.000000004,19.000000004,0.28947368422922437,0.4285714286122449,44.100000003999995,15.000000004,53.000000004,0.35185185189986284,0
0.28571428612244903,0.38235294124913494,9.000000004,15.000000004,0.4545454545950413,0.2857142857346939,53.000000004,15.000000004,35.000000004,0.32608695658034026,0
0.45454545474380165,0.3783783784455807,13.000000004,20.000000004,0.46666666670222223,0.5333333333644444,50.600000003999995,19.000000004,54.000000004,0.5128205128704799,1
0.1818181821157025,0.2962962964005487,18.000000004,27.000000004,0.3846153846311637,0.6666666666851851,53.900000004,25.000000004,59.000000004,0.4736842105632502,1
0.20000000021333336,0.3750000001041667,13.000000004,14.000000004,0.23076923082840237,0.3200000000272,51.300000004,27.000000004,37.000000004,0.3111111111723457,0
0.5000000001666667,0.47826086965595466,21.000000004,25.000000004,0.50000000003125,0.5000000000147058,41.300000004000005,17.000000004,68.000000004,0.50000000004,0
0.60000000032,0.42424242431221304,8.000000004,26.000000004,0.5500000000225,0.5172413793269917,58.000000004,19.000000004,69.000000004,0.5306122449362766,1
0.2105263159556787,0.26666666686222223,10.000000004,21.000000004,0.3333333333580247,0.23809523813151928,49.100000003999995,26.000000004,74.000000004,0.35593220343349613,0
5.714285711020408e-10,0.48148148155829906,15.000000004,24.000000004,0.6153846154142012,0.37209302327041643,50.800000004000005,22.000000004,59.000000004,0.4285714286122449,1
0.27272727299173555,0.6363636364958678,16.000000004,29.000000004,0.35714285716581634,0.5588235294247405,50.400000004000006,20.000000004,68.000000004,0.4677419355182102,1
0.41666666686111115,0.2631578948919668,15.000000004,30.000000004,0.4615384615591716,0.46666666668444445,62.800000004,26.000000004,77.00000000400001,0.4615384615715976,0
0.25000000075,0.5483870968324662,14.000000004,24.000000004,0.5217391304555765,0.3076923077455621,57.000000004,18.000000004,58.000000004,0.5217391304763705,1
0.3333333334814815,0.6363636364958678,18.000000004,25.000000004,0.400000000024,0.3846153846311637,40.800000004,17.000000004,68.000000004,0.3906250000380859,0
0.2142857145102041,0.4642857143622449,16.000000004,24.000000004,0.50000000005,0.5000000000131578,44.900000004000006,16.000000004,63.000000004,0.5000000000416667,1
0.37500000015625,0.3928571429438776,13.000000004,23.000000004,0.5333333333644444,0.3448275862294887,42.600000004,16.000000004,57.000000004,0.43396226419366324,0
0.5555555557530865,0.5000000001,24.000000004,30.000000004,0.4545454545578512,0.5555555555802469,54.300000004,24.000000004,82.000000004,0.48387096777523414,1
0.40000000047999995,0.47619047629024946,28.000000004,27.000000004,0.4090909091177686,0.5454545454683195,59.300000004,18.000000004,67.000000004,0.4909090909461157,0
0.11111111150617285,0.3617021277138977,8.000000004,15.000000004,0.16666666680555556,0.4117647058996539,45.50000000400001,17.000000004,37.000000004,0.3750000000625,0
0.16666666722222223,0.4210526316398892,15.000000004,24.000000004,0.45833333335590276,0.31818181821280994,63.400000004,27.000000004,62.000000004,0.4444444444855967,1
0.35294117662283736,0.272727272815427,7.000000004,20.000000004,0.3750000000195312,0.33333333337037035,38.300000004,21.000000004,54.000000004,0.37735849061302956,0
0.26666666686222223,0.4642857143622449,15.000000004,23.000000004,0.5000000000208333,0.2812500000224609,59.600000003999995,33.000000004,64.000000004,0.3709677419760666,1
0.35294117662283736,0.31578947382825484,15.000000004,25.000000004,0.3214285714528061,0.5217391304555765,48.600000004,24.000000004,70.000000004,0.4385964912674669,0
0.25000000037500003,0.3571428572346939,8.000000004,25.000000004,0.3636363636652893,0.43750000001757805,48.800000004,18.000000004,64.000000004,0.378787878825528,1
0.40000000024000004,0.3214285715255102,12.000000004,28.000000004,0.647058823550173,0.4285714285918367,61.10000000400001,17.000000004,69.000000004,0.5000000000357143,0
0.3333333342222222,0.5517241379928657,12.000000004,19.000000004,0.411764705916955,0.5714285714591837,40.100000004,17.000000004,48.000000004,0.4634146341986913,1
0.27272727299173555,0.550000000045,6.000000004,18.000000004,0.35714285718877553,0.5500000000225,48.800000004,16.000000004,41.000000004,0.418604651216874,0
6.666666662222222e-10,0.6285714286138776,18.000000004,21.000000004,0.17647058828373702,0.5555555555720164,57.100000004,22.000000004,51.000000004,0.437500000046875,1
0.37500000015625,0.4324324324937911,12.000000004,17.000000004,0.3333333333611111,0.4500000000275,49.500000004,20.000000004,53.000000004,0.3863636364194215,0
0.40000000024000004,0.40000000008000003,15.000000004,23.000000004,0.37500000002604167,0.4545454545702479,45.800000004,19.000000004,69.000000004,0.4259259259684499,1
0.38461538480473373,0.5172413793769323,21.000000004,21.000000004,0.37500000002604167,0.35294117648961937,59.100000003999995,22.000000004,57.000000004,0.36206896556123663,0
0.4285714288979592,0.5000000000909091,15.000000004,27.000000004,0.3846153846627219,0.6206896551854935,58.600000004,26.000000004,73.000000004,0.5510204081999167,1
0.25000000025,0.4883720930708491,10.000000004,20.000000004,0.4800000000208,0.42857142865306125,60.400000004000006,17.000000004,52.000000004,0.5128205128704799,1
0.40000000024000004,0.41176470602076126,13.000000004,23.000000004,0.5000000000416667,0.4146341463557406,38.500000004,15.000000004,50.000000004,0.43396226419366324,0
0.40000000024000004,0.4090909091983471,15.000000004,28.000000004,0.5142857142995918,0.500000000025,49.300000004,23.000000004,79.000000004,0.5090909091266116,0
0.250000000375,0.45714285720489795,12.000000004,22.000000004,0.5625000000273438,0.37500000002604167,39.500000004,16.000000004,60.000000004,0.478260869610586,1
0.2857142861224489,0.5428571429093878,12.000000004,16.000000004,0.20000000016000002,0.4687500000166015,52.40000000399999,25.000000004,50.000000004,0.4324324324937911,1
0.14285714334693878,0.27027027034915996,9.000000004,22.000000004,0.3333333333611111,0.46666666668444445,58.300000004,21.000000004,62.000000004,0.40740740745130316,0
0.444444444691358,0.58823529416609,12.000000004,20.000000004,0.5416666666857639,0.35294117650865053,50.300000004,12.000000004,52.000000004,0.4545454545950413,1
0.1818181821157025,0.3478260870699433,18.000000004,26.000000004,0.42307692309911243,0.5555555555802469,48.200000004,19.000000004,71.000000004,0.4727272727656198,0
0.40000000048000006,0.3235294118442907,14.000000004,21.000000004,0.5000000000192307,0.4210526316094183,39.200000004,14.000000004,58.000000004,0.4666666667140741,0
0.09090909123966945,0.31428571436408165,8.000000004,29.000000004,0.4545454545702479,0.5454545454752067,66.10000000400001,28.000000004,74.000000004,0.4833333333677778,1
0.22222222256790125,0.42424242431221304,13.000000004,19.000000004,0.3333333333888889,0.2592592592866941,51.300000004,21.000000004,50.000000004,0.365384615433432,0
0.40000000048000006,0.4324324324937911,16.000000004,18.000000004,0.35714285718877553,0.35294117650865053,40.400000004000006,18.000000004,47.000000004,0.418604651216874,1
0.23809523824036283,0.40000000006857145,20.000000004,29.000000004,0.2702702702899927,0.4571428571583673,51.300000004,31.000000004,74.000000004,0.37179487182708737,1
0.4090909091983471,0.42424242431221304,10.000000004,25.000000004,0.37209302327041643,0.37500000002604167,47.800000004,19.000000004,67.000000004,0.3623188406166772,0
0.4285714288979592,0.272727272815427,13.000000004,23.000000004,0.4545454545702479,0.5200000000192,51.800000004,21.000000004,55.000000004,0.48936170217111813,0
0.3333333335111111,0.4705882353564014,13.000000004,17.000000004,0.3809523809818594,0.26666666671555556,47.40000000399999,19.000000004,51.000000004,0.35416666672048613,1
0.41666666686111115,0.4090909091983471,19.000000004,26.000000004,0.4782608695879017,0.43750000003515627,48.300000004,25.000000004,60.000000004,0.4561403509153586,0
0.5000000002,0.5238095239002267,13.000000004,23.000000004,0.50000000003125,0.4285714285918367,52.000000004,19.000000004,58.000000004,0.3898305085159437,1
0.5000000002,0.27272727285950416,18.000000004,26.000000004,0.5625000000273438,0.5000000000147058,49.000000004,23.000000004,76.000000004,0.5200000000384,1
0.18750000020312502,0.4333333334088889,16.000000004,22.000000004,0.34285714287591834,0.26666666671555556,51.500000004,15.000000004,62.000000004,0.3793103448703924,0
0.3333333337777778,0.5833333333796297,10.000000004,19.000000004,0.3333333334074074,0.6400000000144,43.400000004,15.000000004,49.000000004,0.5588235294636679,1
0.5000000001,0.20000000032000004,21.000000004,40.000000004,0.44444444446502057,0.5384615384704141,55.500000004,21.000000004,105.000000004,0.5063291139490467,0
0.5000000002,0.5925925926529493,13.000000004,18.000000004,0.43333333335222224,0.31250000004296874,51.600000003999995,23.000000004,55.000000004,0.391304347879017,1
0.47368421063711913,0.22222222239506173,16.000000004,26.000000004,0.38888888890586415,0.4736842105540166,49.900000004,20.000000004,71.000000004,0.42622950823434563,0
0.30000000028,0.30000000009333333,9.000000004,23.000000004,0.46153846157988165,0.44736842106717445,46.200000004,19.000000004,58.000000004,0.4035087719716836,0
0.22222222256790122,0.4705882354186851,21.000000004,30.000000004,3.3333333322222223e-10,0.5172413793186682,62.600000004,34.000000004,76.000000004,0.491803278721849,1
0.0833333336388889,0.25000000037500003,19.000000004,28.000000004,0.3448275862294887,0.3829787234173834,42.700000003999996,27.000000004,70.000000004,0.36842105266481995,0
0.312500000171875,0.31578947382825484,17.000000004,23.000000004,0.2666666666911111,0.5454545454958678,56.100000004,28.000000004,64.000000004,0.3898305085159437,1
0.3571428573265306,0.413793103529132,14.000000004,18.000000004,0.375000000078125,0.40000000003,50.000000004,21.000000004,44.000000004,0.418604651216874,0
0.33333333362962964,0.4285714286367347,14.000000004,23.000000004,0.4705882353252595,0.5000000000208333,42.500000004,16.000000004,54.000000004,0.48936170217111813,1
